combo1,Smiles,h,enamine_id,enamine_searched
-0.20632347521357727,[H]c1nc([H])c(Oc2nnnn2N([H])C([H])([H])c2c([H])c([H])nc([H])c2[H])c([H])c1[H],6,,False
-0.41881656637237563,[H]c1nc([H])c(-c2nn3c(c2N2C([H])([H])C([H])([H])[C@]4([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@]24[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-0.9572134595572682,O=C(N(C(C(O[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])c1nc(c(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H],6,PV-002366860580,False
-0.17058727917571728,Fc1c(c(c(c(c1c1c(c(c(C([N+](C(c2c(c(c(nc2[H])[H])[H])[H])(C2(C(C(OC2([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])o1)[H])[H])[H])[H])[H])[H],6,Z5276993449,False
-0.6017641679671161,O=C1C(N(c2nc(C(F)(F)[H])c(c(n2)[H])[H])C(C(N1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])([H])[H],6,Z1958036502,False
-0.7295166132874723,C(N(C(=O)c1nc(c(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])C(C(=O)[O-])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,PV-002978477810,False
-0.35830287843848957,C(N(C(=O)c1c(c(c(c2nc(c(c(c12)[H])[H])[H])[H])[H])[H])C(C(=O)[O-])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,PV-002973084279,False
-0.1816028358648493,Fc1c(c(c(c(c1c1c(c(c(C([N+](C(c2c(c(c(nc2[H])[H])[H])[H])(C2(C(C(OC2([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])s1)[H])[H])[H])[H])[H])[H],6,Z5276993432,False
-0.2361686393178169,c1(c(nc(c(n2c(c(c3c(nc4OC(Oc4c3[H])([H])[H])[H])c(n2)[H])[H])c1[H])[H])[H])[H],6,PV-003290796557,False
-0.35209224330592553,Fc1c(c(c(c(c2c(c(c(C([N+](C(c3c(c(c(nc3[H])[H])[H])[H])(C3(C(C(OC3([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])o2)[H])[H])c1F)[H])[H])[H],6,Z5276992372,False
