combo1,Smiles,h,enamine_id,enamine_searched
-0.40761229077617334,[H]c1nc([H])c([C@]2([H])N([H])C(=O)O[C@@]2([H])C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1[H],6,,False
-0.19945538105232682,[H]c1nc([H])c([C@@]2([H])N(N3C([H])([H])C([H])([H])[C@@]([H])(N(C([H])([H])[H])C([H])([H])[H])C3([H])[H])C(=O)OC2([H])[H])c([H])c1[H],6,,False
-0.29821790986031327,O=C(N(C(C([N+]1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])c1c(c(c2SC(C(C(=O)c2c1[H])([H])[H])([H])[H])[H])[H],6,Z5121794950,False
-1.0393444614513743,[H]c1nc([H])c(-n2c(=O)c([H])c(-c3c([H])c([H])c(F)c([H])c3F)n([H])c2=O)c([H])c1[H],6,,False
-0.1851117535943359,C(c1c(C(=O)N(C(C([N+]2(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])(c2c(c(c(nc2[H])[H])[H])[H])[H])[H])n(c2c1C(=O)C(C(C2([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],6,Z5121737611,False
-0.8100303507982015,C(OC(OC([H])([H])[H])(C(N(C(=O)C(C1(C(c2c(c(c(c(c2N(C1=O)[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])([H])([H])[H],6,Z3566811698,False
-0.6905327036484205,[H]c1nc([H])c([C@@]2([H])C(=O)N([H])C(=O)N2c2nnn([H])n2)c([H])c1[H],6,,False
-1.0945733060296812,O=C(C(c1c(sc2c(c(c(c(F)c12)[H])[H])[H])[H])([H])[H])N(C(C(C(C(O[H])([H])[H])([H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H],6,Z5517701140,False
0.0,O=C(N(C(C([N+]1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])c1c(c2c(C(C(OC2([H])[H])([H])[H])([H])[H])n1[H])[H],6,Z5121765742,False
-0.4125559391071243,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])n(N([H])C(=O)c2oc([H])c([H])c2[H])n1,6,,False
-0.35239797446330995,[H]c1nc([H])c([C@]([H])(C(=O)OOC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
0.0,C(C(C(=O)N1C(C([C@@]2(C(C([C@]12c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])(c1noc2c(c(c(c(c12)[H])[H])[H])[H])[H])([H])([H])[H],6,Z5091228799,False
-0.5973321191544045,[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])N([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],6,,False
-0.40329657677322095,O=C(C(N(C(=O)c1c(c2c(nc(c(c2n1[H])[H])[H])[H])[H])[H])([H])[H])N(c1c(c(c(nc1[H])[H])[H])[H])[H],6,PV-002503905366,False
-0.41909341797484984,[H]c1nc([H])c(N([H])N([H])SC(F)(F)F)c([H])c1[H],6,,False
-0.3865903806087823,O=C(N(C(c1c(c(c(nc1[H])[H])[H])[H])(C1(C(C(C(O1)([H])[H])([H])[H])([H])[H])[H])[H])[H])c1nc(c2c(c(c(c(n12)[H])[H])[H])[H])[H],6,Z5013358646,False
-0.2229647293700088,[H]c1nc([H])c(-c2c(C([H])([H])c3nc([H])n([H])c3[H])nc3n2C([H])([H])C([H])([H])S3)c([H])c1[H],6,,False
-1.0059894518650865,C(OC1(C(C(C(N(C(=O)c2c(nc3c(c(c(c(n3c2=O)[H])[H])[H])[H])[H])[H])(c2c(c(c(nc2[H])[H])[H])[H])[H])(C1([H])[H])[H])([H])[H])[H])([H])([H])[H],6,Z5602851166,False
-0.7367715499883317,O=C(N(C(c1c(c(c(nc1[H])[H])[H])[H])(C1(C(C(OC1([H])[H])([H])[H])([H])[H])[H])[H])[H])c1c(n(c2c1c(F)c(c(c2[H])[H])[H])[H])[H],6,Z5260314664,False
-0.9685272696080729,C(c1c(nc2c(N(C(C([H])([H])[H])(c3c(c(c(nc3[H])[H])[H])[H])[H])[H])nc(c(c2n1)[H])[H])[H])([H])([H])[H],6,PV-005280929433,False
-0.5588677523761707,O=C(C(c1c(sc2c1c(F)c(c(c2[H])[H])[H])[H])([H])[H])N(C(c1c(c(c(nc1[H])[H])[H])[H])(C1(C(C(OC1([H])[H])([H])[H])([H])[H])[H])[H])[H],6,Z5517224985,False
-6.96999118215418e-06,[H]c1nc([H])c(-n2c([H])nc([H])c2-c2nnn([H])n2)c([H])c1[H],6,,False
-0.1879323680284243,[H]c1nc([H])c(C([H])([H])n2c(C([H])([H])c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])nc([H])c2[H])c([H])c1[H],6,,False
-0.23873344853547646,C(c1nn(c2nc(c(s2)[H])[H])c(c1c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,Z2872265627,False
-0.169226518215575,C(C(C(N(C(=S)N(c1c(c(c(C(F)(F)F)c(c1[H])[H])[H])[H])[H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z4341369417,False
-0.2283333517101212,[H]c1nc([H])c(-c2nnc(C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H],6,,False
-7.135479383893707e-06,[H]c1nc([H])c(OC([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c1[H],6,,False
-0.26347927724664716,C1(=C(C(C(n2c(c(c3c(c(c(nc3[H])[H])[H])[H])nn2)[H])(C1([H])[H])[H])([H])[H])[H])[H],6,Z3828677322,False
-0.6244548435361157,O=C(C(C([N+]1(C(C(c2c(c(c(c(c2C1([H])[H])[H])[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])N(C(c1c(c(c(nc1[H])[H])[H])[H])(C1(C(C(OC1([H])[H])([H])[H])([H])[H])[H])[H])[H],6,Z5260315203,False
-0.7579930300674856,[H]c1nc([H])c(N([H])SC2=NC([H])([H])C([H])([H])N2[H])c([H])c1[H],6,,False
0.0,C(C(N(C(=O)C(C([H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])(c1c(c2c(c(c(c(c2n1[H])[H])[H])[H])[H])[H])[H])([H])([H])[H],6,PV-006927482560,False
-0.14976265100804362,O=C(N(C(C(N(c1nnc(c2c(c(c(nc2[H])[H])[H])[H])s1)[H])([H])[H])([H])[H])[H])N1C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H],6,Z4157801019,False
-0.43633276649504743,[H]c1nc([H])c(N(C(=O)OC(=NN([H])C(=S)N([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
-0.21176720002538618,[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],6,,False
-0.7180172103401727,[H]c1nc([H])c(C([H])([H])c2nc([H])n([H])c2[H])c(-c2c([H])nc([H])c([H])c2[H])n1,6,,False
-0.21753449189011953,N(c1c(c(c(c(C([N+](C2(c3c(c(c(nc3[H])[H])[H])[H])C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])n1)[H])[H])[H])([H])[H],6,Z3882581615,False
-0.4474261236081143,C(C(SC(C([N+](C1(c2c(c(c(nc2[H])[H])[H])[H])C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],6,Z3817962285,False
-4.288095585073557e-06,C(C(C([H])([H])[H])(C([N+]1(C(C(N(c2c(c(c(c(c2[H])[H])[H])[H])[H])C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])N(C(=S)N(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])([H])([H])[H],6,PV-006749644652,False
-0.6706330923075475,[H]c1nc([H])c(-n2c(=O)c(C(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])n2[H])c([H])c1[H],6,,False
-1.239146303720326,O=C(N(C(C(C1(C(C(OC1([H])[H])([H])[H])([H])[H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])c1c(c2c(C(C(C(N(C2=O)[H])([H])[H])([H])[H])([H])[H])o1)[H],6,Z5019065756,False
