combo1,Smiles,h,enamine_id,enamine_searched
-0.5386152801177218,[H]C(=Nc1c([H])c([H])c([H])c(C#N)c1[H])c1c([H])nc([H])c([H])c1[H],6,,False
-0.4423032997766559,C(C(C(C([N+](C(c1c(c(c2c(c(c(nc2[H])[H])[H])[H])c(c(F)c1[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],6,PV-004367089743,False
-0.4225006940548084,N(c1nn2c(c(C(=O)N(c3c(c(c(nc3[H])[H])[H])[H])[H])c(c(c2n1)[H])[H])[H])([H])[H],6,PV-002968123896,False
-0.6874661698055706,N(c1nc2c(c(C(=O)N(c3c(c(c(nc3[H])[H])[H])[H])[H])c(c(c2o1)[H])[H])[H])([H])[H],6,PV-003060852080,False
-6.538864455101996e-06,[H]c1nc([H])c(C(=O)C(=O)c2nc([H])c([H])c([H])c2C([H])([H])[H])c([H])c1[H],6,,False
-0.21732925773841308,[H]C1=C([H])C(=O)N(C([H])([H])N(c2c([H])nc([H])c([H])c2[H])C([H])([H])[H])C1=O,6,,False
-0.39246291534254873,[H]c1nc([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(Cl)c(Cl)c2[H])c([H])c1[H],6,,False
-0.24226218123106175,[H]c1nc([H])c(-n2c([H])c([H])c([H])c2N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,,False
-0.5361270338538492,O=C(C(n1c(c(c2c(c(c(c(c2c1=O)[H])[H])[H])[H])[H])[H])([H])[H])N(C(C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])(C1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H],6,PV-002155320743,False
-7.187648566227198e-06,[H]c1nc([H])c(ON(c2c([H])nc([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H],6,,False
-0.8073564372105761,[H]c1nc([H])c([C@@]([H])(c2nn([H])c([H])c2[H])N([H])[H])c([H])c1[H],6,,False
