cnnaffinity,Smiles,h,enamine_id,enamine_searched
-5.15777,[H]c1nc([H])c(-c2snnc2C([H])([H])N([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,,False
-5.30526,C(C(C([H])([H])[H])(C(N(C(=O)N(c1nc(c(c(c1C(F)(F)F)[H])[H])[H])[H])[H])([H])[H])c1c(c(c(nc1[H])[H])[H])[H])([H])([H])[H],6,Z4268744703,False
-5.66319,[H]c1nc(N([H])c2nnc(C3(c4c([H])nc([H])c([H])c4[H])C([H])([H])C3([H])[H])s2)c([H])c([H])c1[H],6,,False
-5.03309,[H]c1nc(N([H])c2nn3c([H])c([H])n(-c4c([H])nc([H])c([H])c4[H])c3c2[H])sc1[H],6,,False
-6.61247,C(n1c(c(c(c1c1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nn1c1c(c(c(c2c1n(c(n2)[H])[H])[H])[H])[H])[H])[H])[H])([H])([H])[H],6,PV-003777531722,False
-5.55207,O=C(C(c1c(sc(c2c(c(c(nc2[H])[H])[H])[H])n1)[H])([H])[H])N(C1(C(OC(c2c(c(c(c(c12)[H])[H])[H])[H])([H])[H])([H])[H])[H])[H],6,PV-002441438950,False
-6.01845,O=c1n(c2c(c(c(c(c2n1C(c1nc(c2c(c(c(nc2[H])[H])[H])[H])nn1C1(C(C1([H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H],6,PV-003741204135,False
-5.23782,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c(OC4([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])c3C2([H])[H])c([H])c1[H],6,,False
-5.25691,[H]c1nc([C@]2([H])N(c3c([H])nc([H])c([H])c3[H])C(=O)N([H])C2([H])[H])nc(C(F)(F)F)c1[H],6,,False
-5.05744,[H]c1nc([H])c(N([H])C(=S)N2C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.18964,[H]c1nc([H])c(-c2nnc3sc(C(=O)c4c([H])c([H])c(F)c([H])c4[H])nn23)c([H])c1[H],6,,False
-4.77335,O=C(N(c1c(c(c(I)c(Cl)c1[H])[H])[H])[H])c1c(c(c(nc1[H])[H])[H])[H],6,PV-002481904340,False
-5.0924,[H]c1nc([H])c(C(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
-5.25889,[H]c1nc([H])c(-c2c(Oc3c([H])c([H])c([H])c4c([H])c([H])c([H])nc34)c([H])nn2[H])c([H])c1[H],6,,False
-4.45606,[H]ON([H])C(=O)C([H])([H])[C@@]1([H])C(=O)N([H])C(=O)N1c1c([H])nc([H])c([H])c1[H],6,,False
-5.69894,[H]OC(=O)c1c(C([H])([H])[C@]2([H])[C@@]([H])(c3c([H])nc([H])c([H])c3[H])C([H])([H])[C@@]3([H])S[C@]2([H])C([H])([H])C3([H])[H])c(C([H])([H])[H])nn1[H],6,,False
-6.04943,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])c([H])c([H])c4c([H])c([H])c([H])nc24)C3([H])[H])c([H])c1[H],6,,False
-4.6946,[H]c1nc([H])c(N([H])C([H])([H])Sc2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,,False
-4.68349,[H]c1nc([H])c(N([H])C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3n2[H])c([H])c1[H],6,,False
-5.20528,O=C(N(c1c(c2c(c(nn2c(c1[H])[H])[H])[H])[H])[H])C(F)(F)c1c(c(c(nc1[H])[H])[H])[H],6,PV-002105687589,False
-5.59294,[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])nc34)c(=O)n2[H])c([H])c1[H],6,,False
-5.80341,[H]OC(=O)c1c(C([H])([H])C2(c3nnc(-c4c([H])nc([H])c([H])c4[H])s3)C([H])([H])C2([H])[H])c(C([H])([H])[H])nn1[H],6,,False
