cnnaffinity,Smiles,h,enamine_id,enamine_searched
-4.64669,C(OC(C(Oc1c(c(c(c(c1[H])[H])[H])[H])[H])([H])[H])(C(=O)N(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])([H])([H])[H],6,PV-006784413526,False
-4.78163,[H]OC(=O)C(O[H])=C([H])C(=O)c1nc(-c2c([H])nc([H])c([H])c2[H])c(=O)n([H])c1[H],6,,False
-5.02642,[H]C(=Nc1c([H])nc([H])c([H])c1[H])c1nc([H])c([H])c(C(F)(F)F)n1,6,,False
-5.52133,C(C(C(N(C(=O)C(=C(c1c(c(c(OC([H])([H])[H])c(c1OC([H])([H])[H])[H])[H])[H])[H])[H])c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])([H])([H])[H],6,Z1348866679,False
-5.75735,C(c1c(c(c2nc(n(C(c3nc(c4c(c(c(nc4[H])[H])[H])[H])nn3C(C(F)([H])[H])([H])[H])([H])[H])c2c1[H])[H])[H])[H])([H])([H])[H],6,PV-001974985736,False
-7.00376,c1(c(nc(c(C(c2nn(C3(C(C(c4c(c(c(c(c34)[H])[H])[H])[H])([H])[H])([H])[H])[H])c(c3c(nc(c4c3n(c(n4)[H])[H])[H])[H])n2)([H])[H])c1[H])[H])[H])[H],6,PV-007171363025,False
-5.10912,O=C(C(C(N1C(=O)c2c(c(c(c(c2C1=O)[H])[H])[H])[H])([H])[H])([H])[H])N(C(C(=C(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])([H])[H])[H],6,PV-002451636695,False
-6.91106,C(C(C1(C(C1([H])[H])([H])[H])[H])(n1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nc1c1c(n(C([H])([H])[H])c(=O)c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])([H])[H],6,PV-004284394269,False
-6.02098,C(C(n1nc(c2c(c(c(nc2[H])[H])[H])[H])nc1C(C(C1=C(C(c2c(c(c(c(c12)[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],6,PV-003559757734,False
-5.15552,[H]c1nc([H])c(-c2c([H])c([H])c([H])c(-c3nc4c([H])c([H])c([H])c([H])c4o3)c2[H])c([H])c1[H],6,,False
-5.73578,[H]c1nc([H])c(-c2c([H])c([H])c([H])c(-c3nc([H])c([H])c([H])c3C(F)(F)F)c2[H])c([H])c1[H],6,,False
