cnnaffinity,Smiles,h,enamine_id,enamine_searched
-5.36883,[H]c1nc([H])c(C2=C(c3c(F)c([H])c([H])c([H])c3F)C([H])([H])C3(C2([H])[H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-4.7368,[H]c1nc([H])c(N([H])C(=S)c2nc([H])c([H])n2[H])c([H])c1[H],6,,False
0.0,C(c1c(nc(c(n2nc(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])nc2C2(C3(C(C3([H])[H])([H])[H])[H])C(C(C2([H])[H])([H])[H])([H])[H])c1[H])[H])[H])([H])([H])[H],6,PV-006906542896,False
-4.58441,[H]c1nc([H])c(C(=Nc2nc([H])c([H])n2[H])N([H])[H])c([H])c1[H],6,,False
-6.62347,c1(c(nc(c(C(c2nn(c3c(c(c(c4c3n(c(n4)[H])[H])[H])[H])[H])c([C@@]3(C(C(O[C@]3(C3(C(C3([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])[H])n2)([H])[H])c1[H])[H])[H])[H],6,PV-005648606675,False
-4.64424,[H]OC(=O)C(O[H])=C([H])C(=O)C1=C(c2c([H])nc([H])c([H])c2[H])C([H])([H])C2(C1([H])[H])C([H])([H])C2([H])[H],6,,False
-5.47961,[H]c1nc([H])c(C2(C(=O)OC(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-6.12323,c1(c(nc(c(c2nn(C(C3(C(C(OC3([H])[H])([H])[H])([H])[H])[H])([H])[H])c(c3c(c(c(c4c3c(c(n4[H])[H])[H])[H])[H])[H])n2)c1[H])[H])[H])[H],6,PV-003633779896,False
-5.43072,c1(c(nc(c(n2c(nnc2N(C(c2c(c(c(c3c(c(nc(c23)[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])c1[H])[H])[H])[H],6,PV-005084333511,False
-5.75298,[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])c([H])c([H])c([H])c3C(F)(F)F)c2[H])c([H])c1[H],6,,False
-5.80597,C(C(n1nc(c2c(c(c(nc2[H])[H])[H])[H])nc1C(Oc1c(c(c(c2c(c(c(nc12)[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])([H])[H],6,PV-003387934730,False
-5.6761,[H]c1nc([H])c(C2(c3nc(C([H])([H])[H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-6.5412,c1(c(nc(c(C(c2nn(c3c(c(c(c4nc(c(c(c34)[H])[H])[H])[H])[H])[H])c(C3(C(C3([H])[H])([H])[H])[H])n2)([H])[H])c1[H])[H])[H])[H],6,PV-006500040954,False
-6.00215,FC(C(C(c1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nn1c1c(c(c(c2nc(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H],6,PV-005115047761,False
-5.15991,[H]c1nc([H])c(C([H])([H])c2c([H])nn([H])c2C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.99528,O=C(C(Sc1c(c(c(Br)c(c1[H])[H])[H])[H])([H])[H])N(c1nnc(c2c(c(c(nc2[H])[H])[H])[H])n1[H])[H],6,PV-005471513158,False
-5.80524,[H]c1nc([H])c([C@]2([H])C(=O)N([H])C([H])([H])[C@@]2([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],6,,False
-5.08437,C(C(C([H])([H])[H])(N(C(=O)N(C(c1c(c(c(F)c(c1C(F)(F)F)[H])[H])[H])([H])[H])[H])c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,Z1880900454,False
-5.7372,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C3([H])[H])c([H])c1[H],6,,False
-4.54933,[H]O[C@@]([H])(c1c([H])c([H])c2c(c([H])nn2[H])c1[H])N([H])c1c([H])nc([H])c([H])c1[H],6,,False
-5.88492,FC(F)(C(n1nc(c2c(c(c(nc2[H])[H])[H])[H])nc1C(c1nsc2c(c(c(c(c12)[H])[H])[H])[H])([H])[H])([H])[H])[H],6,PV-003826496258,False
-5.49837,[H]c1nc([H])c(N2C([H])([H])C([H])(C(=O)c3c([H])c([H])c4c(c([H])nn4[H])c3[H])C2([H])[H])c([H])c1[H],6,,False
-5.89311,C(C(n1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nc1c1c(c(c2snc(c2c1[H])[H])[H])[H])([H])[H])([H])([H])[H],6,PV-003802586157,False
