combo1,Smiles,h,enamine_id,enamine_searched
-0.41651225129652064,[H]c1nc([H])c(SS(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,,False
-0.5406967945100319,O=C(N(C(C(O[H])(c1c(c2c(c(c(c(c2s1)[H])[H])[H])[H])[H])[H])([H])[H])[H])N(c1c(c(c(nc1[H])[H])[H])[H])[H],6,Z1408261045,False
-0.5137908193896996,C(C(C([H])([H])[H])(C(c1c(c(c(nc1[H])[H])[H])[H])(N(C([H])([H])[H])C(=O)C(C(n1c(=O)n(c(=O)c2c(c(c(c(c12)[H])[H])[H])[H])[H])([H])[H])([H])[H])[H])[H])([H])([H])[H],6,Z1102745854,False
-0.5722359995801184,O=C(N(C(C(C(C1(C(C(OC1([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])c1c(n(c2c(c(nc(c2c1=O)[H])[H])[H])[H])[H],6,PV-006960409465,False
-0.9383476609423337,[H]N=c1sc([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])n1-c1c([H])nc([H])c([H])c1[H],6,,False
-0.5190330051071682,O(C(C(SC(C(c1c(c(c(c(c1[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H],6,Z3254989553,False
-0.2380614005021498,[H]c1nc([H])c(-c2nc(=O)n([H])c(-n3c([H])nc([H])c3[H])c2[H])c([H])c1[H],6,,False
-0.3704982201897618,O=C(N(C(C(n1c(nc2c(c(Cl)c(c(c12)[H])[H])[H])[H])([H])[H])([H])[H])[H])N(c1c(c(c(nc1[H])[H])[H])[H])[H],6,PV-003831726775,False
-0.3427848081945854,C(C(C([H])([H])[H])(C(N(C(=O)C(c1c(n(C([H])([H])[H])c(=O)c2c(c(c(c(c12)[H])[H])[H])[H])[H])([H])[H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])([H])([H])[H],6,Z5535302910,False
-0.33062928487678517,N(c1c(Br)nc(c(c1C(=O)N(C1(c2c(c(c(nc2[H])[H])[H])[H])C(C(C1([H])[H])([H])[H])([H])[H])[H])[H])[H])([H])[H],6,Z4228859300,False
-0.678967014377805,[H]c1nc([H])c(-n2c([H])c(C([H])([H])c3c([H])c([H])c([H])c([H])c3Cl)c([H])c([H])c2=O)c([H])c1[H],6,,False
