cnnaffinity,Smiles,h,enamine_id,enamine_searched
-6.53552,C(C1(C(C(C(c2nn(c3c(c(c(nc3[H])[H])[H])[H])c(C(C(Oc3c(c(c(nc3[H])[H])[H])[H])([H])[H])([H])[H])n2)(C(C1([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],6,PV-007138852056,False
-5.45239,C(C(C(c1nn(c2c(c(c(nc2[H])[H])[H])[H])c(C(C(c2c(c(nc(n2)[H])[H])[H])([H])[H])([H])[H])n1)([H])[H])([H])[H])([H])([H])[H],6,PV-006780171681,False
-5.58014,C(c1c(c(c(n2nc(C3(C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])nc2C(C(Oc2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])c(c1[H])[H])[H])[H])([H])([H])[H],6,PV-003933115468,False
-5.92728,Fc1c(c(c(c(OC(c2nc(C3(C(C(OC3([H])[H])([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])c1[H])[H])[H])[H],6,PV-006978618183,False
-5.81511,C(C(C(c1nn(c2c(c(c(nc2[H])[H])[H])[H])c(C(C(c2nc(c(c(c2C([H])([H])[H])[H])[H])[H])([H])[H])([H])[H])n1)([H])[H])([H])[H])([H])([H])[H],6,PV-006986032272,False
-6.04632,C(c1noc(C(C(C(c2nc(C3(C(C(C3([H])[H])([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])c1[H])([H])([H])[H],6,PV-006960436754,False
-6.12955,C(c1c(nc(C(C(C(c2nc(C3(C(C(C3([H])[H])([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])o1)[H])([H])([H])[H],6,PV-007156751138,False
-5.46521,[H]c1nc([H])c(-c2nn3c(c2C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-4.98285,O=C1OC(=NC1=C(c1c(c(c(c(c1Cl)[H])[H])[H])[H])[H])c1c(c(c(nc1[H])[H])[H])[H],6,Z1436710371,False
0.0,C(c1c(C(C(c2nc(C3(C(C(C3([H])[H])([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])sc(n1)[H])([H])([H])[H],6,PV-006889584628,False
-5.25925,[H]c1nc([H])c(N2C([H])([H])[C@@]3([H])[C@@]([H])(N4C([H])([H])C([H])([H])[C@]5([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@]45[H])[C@@]3([H])C2([H])[H])c([H])c1[H],6,,False
-6.69204,C(c1c(c(c(nc1C(c1nc(C2(C(C(=C(C(C2([H])[H])([H])[H])[H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])[H])[H])([H])([H])[H],6,PV-006740176225,False
-6.20501,C(c1nc(c(C(C(c2nc(C3(C(C(C3([H])[H])([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])s1)[H])([H])([H])[H],6,PV-006944684521,False
-5.80113,C(C(C(c1nc(C2(C(C(OC2([H])[H])([H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])(n1c(c(c(c1[H])[H])[H])[H])[H])([H])([H])[H],6,PV-007088188351,False
-5.97034,C(c1c(c(c(c(c1OC(c1nc(C2(C(C2([H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])([H])([H])[H],6,PV-007141634145,False
0.0,C(c1noc(C(C(C(c2nc(C3(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])c1[H])([H])([H])[H],6,PV-007015951676,False
-5.79969,c1(c(c(c(c2nc(C3(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])nc1[H])[H])[H])[H],6,PV-007135845029,False
-5.91339,C(c1c(c(c(c(c1OC(c1nc(C2(C(C(OC2([H])[H])([H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])([H])([H])[H],6,PV-006898900978,False
-6.07101,c1(c(nc(c(n2nc(C3(C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])nc2C(C(C(n2c(c(c(c2[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])c1[H])[H])[H])[H],6,PV-006803825211,False
-5.20245,[H]c1nc([H])c(-n2nnc([H])c2C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.70565,C(C(C(c1nc(C2(C(C2([H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])(n1c(c(c(c1[H])[H])[H])[H])[H])([H])([H])[H],6,PV-007019140521,False
-5.24183,C(c1c(c(c(OC(c2nc(C3(C(C3([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])c(c1[H])[H])[H])[H])([H])([H])[H],6,PV-006803591989,False
0.0,c1(c(c(c(OC(c2nc(C3(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])c(c1[H])[H])[H])[H])[H],6,PV-007093936026,False
-6.2426,C(Oc1c(c(c(c(c1OC(c1nc(C2(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])([H])([H])[H],6,PV-007107844376,False
-5.96646,C(c1c(c(c(nc1C(C(c1nc(C2(C(C2([H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])[H])[H])[H])([H])([H])[H],6,PV-007109447568,False
-5.97743,Clc1c(c(c(OC(C(c2nc(C3(C(SC3([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])c(c1[H])[H])[H])[H],6,PV-006760626605,False
