plip,Smiles,h,enamine_id,enamine_searched
0.0,C(C(OC(=O)C(c1c(c(c(nc1[H])[H])[H])[H])(N(C([H])([H])[H])C(=O)C(C(C([H])([H])[H])(c1c(c(c(c(c1F)[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])([H])[H],6,Z3366765119,False
-0.10714285714285714,[H]c1nc(N([H])[H])nc(N([H])C2(c3c([H])nc([H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c1[H],6,,False
-0.06896551724137931,C(C(N(C(=O)C(c1c(c(Cl)c2OC(C(Oc2c1[H])([H])[H])([H])[H])[H])([H])[H])[H])(C(=O)[O-])c1c(c(c(nc1[H])[H])[H])[H])([H])([H])[H],6,Z4573706641,False
-0.13793103448275862,C(c1nc2c(c(c(c(c2c(C([H])([H])[H])c1C(C(=O)N(C(C(C(O[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])([H])([H])[H],6,Z2141132988,False
0.0,[H]c1nc([H])c(C#Cc2nnc(C3(c4c([H])nc([H])c([H])c4[H])C([H])([H])C3([H])[H])s2)c([H])c1[H],6,,False
-0.20689655172413793,C(=C1c2c(c(c(c(c2C(=O)N1C(C(=O)N(C(C(O[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])([H])[H],6,PV-002405975911,False
-0.10344827586206896,[H]Oc1c([H])c([H])c(OSC(=S)c2c([H])nc([H])c([H])c2[H])c([H])c1[H],6,,False
-0.14285714285714285,C(OC([C@](N(C(=O)C(c1c(C([H])([H])[H])nc2c(c(c(c(c2c1C([H])([H])[H])[H])[H])[H])[H])([H])[H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z4226838510,False
-0.03571428571428571,[H]C1=C(N2C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[C@]([H])(c2c([H])nc([H])c([H])c2[H])C1([H])[H],6,,False
-0.10344827586206896,C(OC([C@@](N(C(=O)C(c1c(C([H])([H])[H])nc2c(c(c(c(c2c1C([H])([H])[H])[H])[H])[H])[H])([H])[H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z4226774950,False
-0.10344827586206896,C(c1c(c(c(S(=O)(=O)N(C2(C(C(C(N(c3c(c(c(nc3[H])[H])[H])[H])C2=O)([H])[H])([H])[H])([H])[H])[H])[H])c(c1[H])[H])[H])[H])([H])([H])[H],6,Z1653080352,False
-0.06896551724137931,[H]N=[N+]=Nc1nnn(-c2c([H])nc([H])c([H])c2[H])n1,6,,False
-0.20689655172413793,O=C(C(c1c(O[H])c2c(c(c(c(c2nc1[H])[H])[H])[H])[H])([H])[H])N(C(C(O[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H],6,PV-005395745311,False
-0.1,C(c1c(C(C(=O)N([C@](C([H])([H])[H])(c2c(c(c(nc2[H])[H])[H])[H])[H])[H])([H])[H])c(C([H])([H])[H])c2c(c(c(c(c2n1)[H])[H])[H])[H])([H])([H])[H],6,Z905983830,False
-0.16666666666666666,C(c1c(C(C(=O)N([C@@](C([H])([H])[H])(c2c(c(c(nc2[H])[H])[H])[H])[H])[H])([H])[H])c(C([H])([H])[H])c2c(c(c(c(c2n1)[H])[H])[H])[H])([H])([H])[H],6,Z1155605542,False
-0.10714285714285714,C(c1c(C(C(=O)N(C(C([H])([H])[H])(c2c(c(c(nc2[H])[H])[H])[H])[H])[H])([H])[H])c(C([H])([H])[H])c2c(c(c(c(c2n1)[H])[H])[H])[H])([H])([H])[H],6,Z73470280,False
-0.10344827586206896,C(c1c(C(=O)N(C(C(O[H])([H])[H])(c2c(c(c(nc2[H])[H])[H])[H])[H])[H])c(O[H])nc2c(c(c(c(c12)[H])[H])[H])[H])([H])([H])[H],6,PV-002516896832,False
-0.14285714285714285,C(n1c(c(N(C(=O)N(c2c(c(c(nc2[H])[H])[H])[H])[H])[H])nn1)[H])([H])([H])[H],6,PV-002892084678,False
-0.03571428571428571,[H]c1nc([H])c(-c2noc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2)c([H])c1[H],6,,False
-0.13333333333333333,[H]OP(=O)(O[H])C(F)(F)n1c(-c2c([H])nc([H])c([H])c2[H])nn([H])c1=O,6,,False
-0.10344827586206896,C(c1c(C(C(=O)N(C(C(O[H])([H])[H])(c2c(c(c(nc2[H])[H])[H])[H])[H])[H])([H])[H])c(=O)oc2c(c(O[H])c(c(c12)[H])[H])[H])([H])([H])[H],6,PV-004972258602,False
-0.07142857142857142,C(OC([C@](N(C(=O)C(C([H])([H])[H])(C(n1c(c(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z4226851230,False
-0.1724137931034483,C(OC([C@@](N(C(=O)C(C([H])([H])[H])(C(n1c(c(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z4226788584,False
-0.0,C(Oc1c(nc(c(C(=O)N2C(C(O[H])(c3c(c(c(nc3[H])[H])[H])[H])C2([H])[H])([H])[H])n1)[H])[H])([H])([H])[H],6,Z4227418990,False
-0.06896551724137931,[H]c1nc([H])c(C2(c3oc4c([H])c([H])c([H])c([H])c4c3[H])OC([H])([H])C([H])([H])O2)c([H])c1[H],6,,False
0.0,C(C(C(C(=O)N(C(c1c(c(c(nc1[H])[H])[H])[H])(C(OC([H])([H])[H])(OC([H])([H])[H])[H])[H])[H])(N1C(C(c2c(c(c(c(c12)[H])[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H],6,Z5490238080,False
-0.03571428571428571,O=C(C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])N1C(C(C(C2(C(C(C(O2)([H])[H])([H])[H])([H])[H])[H])(C1([H])[H])[H])([H])[H])([H])[H],6,Z2876917587,False
-0.1,[H]N=c1sc([H])c(S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])n1-c1c([H])nc([H])c([H])c1[H],6,,False
-0.07142857142857142,[H]c1nc([H])c([S@](=O)C([H])([H])c2c([H])c3c([H])c([H])c([H])c([H])c3n2[H])c([H])c1[H],6,,False
-0.06896551724137931,[H]ON(C(=O)N([H])c1c([H])nc([H])c([H])c1[H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])O[H])C([H])([H])C1([H])[H],6,,False
-0.10714285714285714,C(C(OC(=O)C(c1c(c(c(nc1[H])[H])[H])[H])(N(C([H])([H])[H])C(=O)C1(C(C(=O)c2c1c(c(c(c2F)[H])[H])[H])([H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z5484363155,False
-0.03571428571428571,[H]c1nc([H])c(Sc2nnnn2Oc2c([H])c([H])c(F)c([H])c2[H])c([H])c1[H],6,,False
-0.034482758620689655,[H]c1nc([H])c(C#Cc2nnn(-c3c([H])nc([H])c([H])c3[H])n2)c([H])c1[H],6,,False
-0.06896551724137931,[H]c1nc([H])c([C@@]([H])(F)N=C=S)c([H])c1[H],6,,False
-0.17857142857142858,C(C(OC(=O)C(c1c(c(c(nc1[H])[H])[H])[H])(N(C([H])([H])[H])C(=O)C1(C(C(c2c1c(c(c(c2Cl)[H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z3366761882,False
-0.10344827586206896,C(C(OC(=O)C(c1c(c(c(nc1[H])[H])[H])[H])(N(C([H])([H])[H])C(=O)C(C(=C(c1c(c(c(c(c1F)[H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])([H])[H],6,Z3366763352,False
-0.10714285714285714,C(C(OC(=O)C(c1c(c(c(nc1[H])[H])[H])[H])(N(C([H])([H])[H])C(=O)C(=C(C([H])([H])[H])c1c(c(c(c(c1F)[H])[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,PV-002205883092,False
-0.03571428571428571,[H]c1nc([H])c(C([H])([H])c2nnc([H])n2N=C=S)c([H])c1[H],6,,False
-0.10714285714285714,O=C(N(C(c1nc(c(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])[H])c1c(c(c(nc1[H])[H])[H])[H],6,Z229857270,False
-0.17857142857142858,O=C(C(C(C(Sc1c(c(c(Cl)c(c1[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])N(C(C(O[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H],6,Z2912143153,False
0.0,C(C(OC(=O)C(c1c(c(c(nc1[H])[H])[H])[H])(N(C([H])([H])[H])C(=O)[C@]1(C([C@](O[H])(c2c(c(c(c(c2[H])[H])[H])[H])[H])C1([H])[H])([H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z5515001958,False
-0.03571428571428571,[H]O[C@@]([H])(C(=O)c1c([H])nc([H])c([H])c1[H])c1c(OC([H])([H])[H])nc([H])c([H])c1[H],6,,False
-0.10344827586206896,C(#Cc1c(c(N(C(=S)N(C(c2c(c(c(nc2[H])[H])[H])[H])(C2(C(C(OC2([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])c(c(c1[H])[H])[H])[H])[H],6,Z5324879208,False
-0.03571428571428571,[H]c1nc([H])c(N(SC([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
-0.10714285714285714,[H]c1nc([H])c(-c2c([H])nc([H])n2-c2c([H])nc([H])c([H])c2[H])o1,6,,False
0.0,C(C(OC(=O)C(c1c(c(c(nc1[H])[H])[H])[H])(N(C([H])([H])[H])C(=O)C(C([H])([H])[H])(Oc1c(c(c(c(c1F)[H])[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z3366766475,False
-0.10714285714285714,O=C(N(OC(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])N(c1nsnc1[H])[H],6,PV-002509214783,False
-0.06896551724137931,[H]c1nc([H])c([C@@]2([H])C(=O)N([H])C(=O)N2c2c([H])c([H])c([H])c([H])c2C#N)c([H])c1[H],6,,False
-0.03571428571428571,[H]c1nc([H])c(N2N=C([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
