plip,Smiles,h,enamine_id,enamine_searched
-0.10714285714285714,[H]c1nc([H])c(N2N=C(Sc3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-0.14285714285714285,C(c1c(c(c(F)c2c1c(c(C(=O)N([C@@](C([H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])n2[H])[H])[H])[H])([H])([H])[H],6,PV-002317898305,False
-0.06666666666666667,FC(C(c1c(c(c(c(c1[H])[H])[H])[H])[H])([H])[H])(c1nnc(c2c(c(c(nc2[H])[H])[H])[H])o1)[H],6,Z1661200856,False
-0.06896551724137931,[H]Oc1c([H])c([H])c([H])c([H])c1N=C(c1c([H])nc([H])c([H])c1[H])N([H])[H],6,,False
-0.10714285714285714,c1(c(nc(c(C(C(C2(C(C(OC2([H])[H])([H])[H])([H])[H])[H])([H])[H])(N(c2c(nc(c(n3c(c(c(n3)[H])[H])[H])n2)[H])[H])[H])[H])c1[H])[H])[H])[H],6,Z5023296983,False
-0.03333333333333333,C(Oc1c(c(c2c(c(C(=O)N(C(c3c(c(c(nc3[H])[H])[H])[H])(C(OC([H])([H])[H])(OC([H])([H])[H])[H])[H])[H])c(C([H])([H])[H])nc2c1[H])[H])[H])[H])([H])([H])[H],6,Z2303119378,False
0.0,C(OC([C@@](N(C(=O)c1c(C([H])([H])[H])n(c(c2c(c(c(c(OC([H])([H])[H])c2[H])[H])[H])[H])n1)[H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z4226783455,False
-0.07142857142857142,C(N(C(=O)C(C1(OC(c2c(c(c(c(c12)[H])[H])[H])[H])([H])[H])[H])([H])[H])C(C(=O)[O-])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,Z3509417664,False
-0.10714285714285714,[H]c1nc([H])c([C@]2([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])(F)F)c([H])c1[H],6,,False
-0.06666666666666667,[H]c1nc([H])c(C2(N([H])C([H])([H])c3sc([H])c([H])c3[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H],6,,False
-0.14285714285714285,[H]c1nc([H])c(-c2nn3c(c2N([H])C(=S)N([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
