cnnaffinity,Smiles,h,enamine_id,enamine_searched
-4.22135,[H]c1nc([H])c([C@]([H])(C(=O)C(=O)C(F)(F)F)N([H])[H])c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(C2=C(C([H])([H])N([H])[C@@]3([H])C([H])([H])[C@@]3([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[C@@]3([H])S[C@]2([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-5.53301,[H]c1nc([H])c(-n2c([H])c([H])n3nc(-c4c([H])c([H])c([H])c5c4c([H])c([H])n5[H])c([H])c23)c([H])c1[H],6,,False
-5.28953,[H]c1nc([H])c(C([H])([H])n2c([H])nnc2-c2c([H])nc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,,False
-4.96861,[H]c1nc([H])c([C@]2(C([H])([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3OC([H])([H])[H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.89295,[H]C1=C(C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])N([H])C(=S)N([H])[C@@]1([H])c1c([H])nc([H])c([H])c1[H],6,,False
-4.75493,[H]C(=C1C(N([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])=NC([H])([H])C1([H])[H])c1c([H])nc([H])c([H])c1[H],6,,False
-5.26459,[H]c1nc([H])c(-c2nc3sc([H])c([H])n3c2C([H])([H])n2nc(OC([H])([H])[H])oc2=O)c([H])c1[H],6,,False
-4.50992,[H]c1nc([H])c(N(N([H])c2c([H])c([H])c3c(c([H])nn3[H])c2[H])C([H])([H])[H])c([H])c1[H],6,,False
-4.73188,[H]c1nc(C#Cn2nnnc2Sc2c([H])nc([H])c([H])c2[H])c([H])c([H])c1[H],6,,False
-5.28734,[H]c1nc([H])c(N2C(=O)N(N([H])S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])C([H])([H])C2=O)c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(-c2c(-c3c([H])c([H])c([H])c(C#N)c3[H])ssc2=S)c([H])c1[H],6,,False
-5.1191,[H]c1nc([H])c(N=Nc2c([H])c([H])c([H])c3nc([H])c([H])c([H])c23)c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(N([H])[S@@](=O)c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)c([H])c1[H],6,,False
0.0,[H]c1nc([H])c([C@]2([H])OC([H])([H])[C@]3([H])[C@@]2([H])C([H])([H])O[C@]3([H])N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.89301,[H]N=C(SC([H])([H])N(C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])nc([H])c([H])c1[H],6,,False
