combo1,Smiles,h,enamine_id,enamine_searched
-0.4267391878899532,[H]c1nc([H])c(N2N=C(c3c([H])sc4c([H])c([H])c([H])c([H])c34)C([H])([H])C([H])([H])C2=O)c([H])c1[H],6,,False
-0.5622833164626518,C(c1c(c(c2c(c1[H])C(C(C2([N+](C(C(C([N+](C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])[H])([H])([H])[H],6,Z2898903429,False
-0.4146344370610757,O=C(N(C(C(C(c1c(n(c2c(c(c(nc2[H])[H])[H])[H])nn1)[H])([H])[H])([H])[H])([H])[H])[H])C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H],6,PV-005822895447,False
-0.44169258116955373,O=c1oc2c(c(c(OC(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(c2o1)[H])[H])[H],6,Z1996447040,False
-5.070730600719158e-06,C(N(C(=O)N(C(C(n1c(nc2c(c(c(c(c12)[H])[H])[H])[H])[H])([H])[H])([H])[H])[H])c1c(c(c(nc1[H])[H])[H])[H])([H])([H])[H],6,Z1361328088,False
-0.4635951906854976,C(C#CC(C(C(C(ON=C(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],6,Z4630085143,False
-0.6986329509362432,C(#Cc1c(c(c(c(N(C2(C(C(c3c(c(c(nc3[H])[H])[H])[H])(C2([H])[H])[H])([H])[H])[H])[H])n1)[H])[H])[H])[H],6,Z4158149785,False
-0.4956813617110604,O=C1C(C(=NN1c1c(c(c(nc1[H])[H])[H])[H])C1(C(C(C([N+]1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H],6,Z5187560188,False
-0.4110833199444365,c1(c(nc(c(C(SC(C2(C(C(c3c(c(c(c(c3C2([H])[H])[H])[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])c1[H])[H])[H])[H],6,Z2146131339,False
-0.4278967379113024,O=S(=O)(C(C1(C(Oc2c(c(c(c(c12)[H])[H])[H])[H])([H])[H])[H])([H])[H])c1c(c(c(nc1[H])[H])[H])[H],6,PV-002405672643,False
-0.2226134014273998,[H]c1nc([H])c(-n2c([C@@]3([H])OC([H])([H])C([H])([H])C3([H])[H])nn([H])c2=S)c([H])c1[H],6,,False
-0.6552046247664703,O(C(c1c(c(c(nc1[H])[H])[H])[H])(c1nc(c(n1C(C1(C(C(=C(C1([H])[H])[H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H],6,Z2613650974,False
-0.45520160400293025,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c([C@@]4([H])OC([H])([H])C([H])([H])C4([H])[H])c3C2([H])[H])c([H])c1[H],6,,False
-0.44777710634698387,c1(c(nc(c(Oc2c(c(c3c(c(c(s3)[H])[H])[H])nc(n2)[H])[H])c1[H])[H])[H])[H],6,PV-002500818785,False
-0.45325462017526513,c1(c(nc(c(C(Sc2nnc(n2C(c2c(c(c(o2)[H])[H])[H])([H])[H])[H])([H])[H])c1[H])[H])[H])[H],6,Z316311904,False
-0.6117751357842687,C(N1C(=O)N(c2c(c(c3C(C(C(c3n2)([H])[H])([H])[H])([H])[H])[H])[H])C(=O)C1(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,Z2929035672,False
-0.45705207826286415,[H]c1nc([H])c(N2N=C(N3C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C2=O)c([H])c1[H],6,,False
-0.22430191462162824,[H]c1nc([H])c(N2N=C([C@@]3([H])OC([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C2=O)c([H])c1[H],6,,False
-0.7265638769225824,[H]c1nc([H])c(N2N=C(c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)C([H])([H])C([H])([H])C2=O)c([H])c1[H],6,,False
-0.41984404164959455,[H]c1nc(N([H])[C@]2([H])N([H])C(=O)O[C@@]2([H])c2c([H])nc([H])c([H])c2[H])c([H])c([H])c1[H],6,,False
-0.3975942788691041,C(C1(C(SC(N1C(=O)C(C(C(=O)c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],6,PV-007001252580,False
-0.793883120183913,c1(c(nc(c(N(C(c2c(nc3c(c(c(c(n23)[H])[H])[H])[H])[H])([H])[H])[H])c1[H])[H])[H])[H],6,PV-002366618895,False
-0.601605042329618,C(N1C(=O)N(c2c(c(c3C(C(C(C(c3n2)([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])C(=O)C1(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,Z2929051619,False
-0.6655390368728984,C(C(c1c(c(nc(c1N(C(c1c(c(nn1c1c(c(c(nc1[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,PV-002837766785,False
-6.6200236621881936e-06,[H]c1nc([H])c(-c2oc([C@@]3([H])OC([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H],6,,False
-0.15958630129063978,O=S(=O)(C(C(N(c1nc(c2c(c(c(nc2[H])[H])[H])[H])c(s1)[H])[H])([H])[H])([H])[H])N1C(C(SC(C1([H])[H])([H])[H])([H])[H])([H])[H],6,Z3295005688,False
-0.23363268653311384,[H]O[C@@]([H])(c1c([H])nc(N([H])[H])c([H])c1[H])N([H])c1c([H])nc([H])c([H])c1[H],6,,False
-6.678951961054471e-06,c1(c(nc(c(n2nc(c(c2c2c(n3c(c(c(c(c3n2)[H])[H])[H])[H])[H])[H])[H])c1[H])[H])[H])[H],6,PV-003408441663,False
-6.270612842829274e-06,c1(c(nc(c(Oc2c(nc(c(c3c(c(c(s3)[H])[H])[H])n2)[H])[H])c1[H])[H])[H])[H],6,PV-002750175787,False
-0.4712324344008614,[H]C1=C(c2c([H])nc(N([H])[H])nc2[H])C([H])([H])C([H])([H])[C@]([H])(c2c([H])nc([H])c([H])c2[H])C1([H])[H],6,,False
-0.8574621229799277,C(C([N+](C(C1(C(Oc2c(c(c(c(c2C1([H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,Z1187955145,False
-0.4609232367801962,c1(c(nc(c(C(Sc2nnnn2C(c2c(c(c(o2)[H])[H])[H])([H])[H])([H])[H])c1[H])[H])[H])[H],6,Z316312106,False
-0.6147749163047297,C([C@@]([N+](C(C1(C(Oc2c(c(c(c(c2C1([H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,Z4315563000,False
-0.1865034694405194,C(n1c(c(C([N+](C([C@@]2(C([C@](F)(C([N+]2([H])[H])([H])[H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])c(c2c(c(c(nc2[H])[H])[H])[H])n1)[H])([H])([H])[H],6,Z4592763878,False
-0.7255568757511769,[H]c1nc([H])c(C([H])([H])c2c([H])nn([H])c2[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.89160553592112e-06,C([C@]([N+](C(C1(C(Oc2c(c(c(c(c2C1([H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,Z4315572564,False
-0.6269981676881282,C(C(=C(C(=C(C(N1C(=O)C(c2c(c(c(nc2[H])[H])[H])[H])(N(C([H])([H])[H])C1=O)[H])([H])[H])[H])[H])[H])[H])([H])([H])[H],6,Z3349650984,False
-0.42784269831304944,c1(c(nc(c(C([N+]2(C(C(OC(c3nn(c(c3[H])[H])[H])(C2([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])c1[H])[H])[H])[H],6,Z3323307747,False
0.0,[H]OC(=O)c1c(C([H])([H])[C@]2([H])N([H])C(=O)O[C@@]2([H])c2c([H])nc([H])c([H])c2[H])c(C([H])([H])[H])nn1[H],6,,False
-0.5945084304348809,C(C1(C(OC(C(N(C(=O)c2c(c(nn2c2c(c(c(nc2[H])[H])[H])[H])[H])[H])[H])([H])[H])(C1([H])[H])[H])([H])[H])[H])([H])([H])[H],6,Z4611048945,False
-0.26095257117916293,[H]C1=C(c2c([H])nn([H])c2[H])C([H])([H])C([H])([H])[C@]([H])(c2c([H])nc([H])c([H])c2[H])C1([H])[H],6,,False
-0.3850877264063371,[H]OC(=O)c1c(C([H])([H])n2nnnc2Sc2c([H])nc([H])c([H])c2[H])c(C([H])([H])[H])nn1[H],6,,False
-0.21666299033934266,[H]c1nc([H])c(-c2c([H])nnc(-c3c([H])sc4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H],6,,False
-0.19167765179252352,[N+]([C@@]1(C(C([C@](C(N(C(=O)c2c(n(nc2c2c(c(c(nc2[H])[H])[H])[H])[H])[H])[H])([H])[H])(C1([H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],6,Z4157398443,False
-0.6951515612202012,[H]c1nc([H])c([C@]2([H])C(=O)N([H])C([H])([H])[C@@]2([H])N2C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-6.272663613091352e-06,c1(c(nc(c(C(C2(C(C(C(N2c2c(c(c3nc(c(c(c3n2)[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])c1[H])[H])[H])[H],6,Z4027347384,False
-0.25513873387504893,[H]C1=C(c2c([H])nnc([H])c2[H])C([H])([H])C([H])([H])[C@]([H])(c2c([H])nc([H])c([H])c2[H])C1([H])[H],6,,False
-0.19167765179252352,[N+]([C@@]1(C(C([C@](C(N(C(=O)c2c(n(nc2c2c(c(c(nc2[H])[H])[H])[H])[H])[H])[H])([H])[H])(C1([H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],6,Z4055014469,False
-0.24787921299610055,[H]C1=C([C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[C@]([H])(c2c([H])nc([H])c([H])c2[H])C1([H])[H],6,,False
-0.23835525656016746,c1(c(nc(c(C([N+](C2(C(C(c3c(C2([H])[H])nnn3[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])c1[H])[H])[H])[H],6,Z3504635882,False
-0.6220704803465466,C(N1C(=O)N(c2c(Cl)sc(c2[H])[H])C(=O)C1(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])([H])[H],6,PV-004183307652,False
-0.39343273863967354,C(C1(C(OC(C(N(C(=O)c2c(n(nc2c2c(c(c(nc2[H])[H])[H])[H])[H])[H])[H])([H])[H])(C1([H])[H])[H])([H])[H])[H])([H])([H])[H],6,Z3898563918,False
-0.16504250575133578,C(Oc1c(c(c(C(OC(C(ON=C(c2c(c(c(nc2[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])c(c1[H])[H])[H])[H])([H])([H])[H],6,Z4630080814,False
-0.5378885758643365,[H]OC(=O)c1c(C([H])([H])Sc2nnnn2-c2c([H])nc([H])c([H])c2[H])c(C([H])([H])[H])nn1[H],6,,False
