cnnaffinity,Smiles,h,enamine_id,enamine_searched
-6.73008,C(C(n1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nc1c1c(nc(c2c1n(c(n2)[H])[H])[H])[H])(C(F)(F)F)[H])([H])([H])[H],6,PV-004534519367,False
-6.27669,C(C(Oc1c(c(c(nc1[H])[H])[H])[H])(c1nc(c2c(c(F)c(nc2[H])[H])[H])nn1C(C(C(F)(F)F)([H])[H])([H])[H])[H])([H])([H])[H],6,PV-004384402450,False
-4.94058,[H]c1nc(C(=O)N([H])N([H])C(=O)C2(c3c([H])nc([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c([H])c1[H],6,,False
-4.97098,[H]c1nc([H])c(N([H])c2c([H])nn([H])c2N=C=S)c([H])c1[H],6,,False
-6.30446,C(OC(C(n1nc(c2c(c(c(nc2[H])[H])[H])[H])nc1C(c1c(n(c2c1c(Cl)c(c(c2[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],6,PV-004357000347,False
-6.29158,C(=C(C(C(n1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nc1c1c2c(c(c(c1[H])[H])[H])nc(n2C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H],6,PV-006770988668,False
-5.34786,[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])n([H])c2=O)c([H])c1[H],6,,False
-6.57881,c1(c(nc(c(C(c2nn(c3c(c(c(c4c3n(c(n4)[H])[H])[H])[H])[H])c(C(C(c3c(c(nn3[H])[H])[H])([H])[H])([H])[H])n2)([H])[H])c1[H])[H])[H])[H],6,PV-005264021674,False
-4.23906,[H]c1nc([H])c(C2(c3c([H])c([H])c([H])n3[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.34568,O(C(C([N+](C(C(c1c(c(c(c2c1c(c(n2[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H],6,PV-006174394883,False
-5.24385,[H]c1nc([H])c(-n2c([H])c(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])n([H])c2=S)c([H])c1[H],6,,False
-5.00794,[H]c1nc([H])c([C@]([H])(Br)C([H])([H])c2c([H])c([H])c([H])c(Cl)c2Cl)c([H])c1[H],6,,False
-6.3639,FC(F)(C(C(c1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nn1c1c(c(c(c2c(c(nc(c12)[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])[H],6,PV-004859355602,False
-4.99285,[H]c1nc([H])c(-c2c([H])c([H])n(C([H])([H])c3c([H])c([H])nc([H])c3[H])c2[H])c([H])c1[H],6,,False
-6.79627,c1(c(nc(c(C(c2nn(C3(C(C(SC(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])c(c3c(nc(c4c3c(c(n4[H])[H])[H])[H])[H])n2)([H])[H])c1[H])[H])[H])[H],6,PV-005663466750,False
-5.39924,[H]c1nc([H])c(N([H])C(=O)C2(c3c([H])c([H])c4c(c3[H])c([H])c([H])n4[H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-6.06917,C(c1c(c(c(c(C([H])([H])[H])c1n1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nc1c1c(nc(c2c1n(c(n2)[H])[H])[H])[H])[H])[H])[H])([H])([H])[H],6,PV-006530258048,False
-6.35976,Clc1c(c(c2nc(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])nn2C2(C(SC2([H])[H])([H])[H])[H])c(c2c1n(nc2[H])[H])[H])[H],6,PV-004623868619,False
-4.92407,[H]c1nc([H])c(-c2c(N([H])C([H])([H])c3sc([H])c([H])c3[H])noc2[H])c([H])c1[H],6,,False
-5.2018,[H]c1nc([H])c(Sc2nnnn2C(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,,False
-4.90518,[H]c1nc([H])c(N2C([H])([H])[C@@]3([H])[C@@]([H])(OC4([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])[C@@]3([H])C2([H])[H])c([H])c1[H],6,,False
-5.39422,[H]c1nc([H])c(-c2c([H])oc(=O)n2C([H])([H])N2C(=O)c3c([H])c([H])c([H])c([H])c3C2=O)c([H])c1[H],6,,False
-5.08684,[H]N=c1sc([H])c(-c2c([H])nc([H])c([H])c2[H])n1C([H])([H])c1c([H])c([H])nc([H])c1[H],6,,False
-5.44149,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])c([H])c(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])n1,6,,False
-5.64925,c1(c(nc(c(n2c(c(c3c(c(nc4c(c(nc(c34)[H])[H])[H])[H])[H])c(n2)[H])[H])c1[H])[H])[H])[H],6,PV-003610027144,False
-5.47444,[H]c1nc([H])c(-c2c([H])c([H])n(C([H])([H])N3C(=O)c4c([H])c([H])c([H])c([H])c4C3=O)c2[H])c([H])c1[H],6,,False
-5.41395,[H]c1nc([H])c(Oc2nnnn2-c2nc3c([H])c([H])c([H])c([H])c3n2[H])c([H])c1[H],6,,False
-5.37832,c1(c(nc(c(n2nc(c(c2c2c3c(c(c(c(c3ns2)[H])[H])[H])[H])[H])[H])c1[H])[H])[H])[H],6,PV-003341340237,False
-5.55364,[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])n([H])c2=S)c([H])c1[H],6,,False
-5.651,C(C(N(C(=O)C([N+](C(C(C1(C(C(OC1([H])[H])([H])[H])([H])[H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])([H])[H])c1c(c(c(c(c1[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z5018064859,False
0.0,C(Oc1c(S(=O)(=O)N(C(=O)c2c(c(c(c(c2Oc2c(c(c(nc2[H])[H])[H])[H])[H])[H])[H])[H])[H])sc(c1[H])[H])([H])([H])[H],6,Z1422962083,False
-4.9959,[H]c1nc([H])c([C@]2([H])N([H])C(=O)O[C@@]2([H])c2c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c2[H])c([H])c1[H],6,,False
-5.03561,[H]c1nc([H])c(C2=C(C([H])([H])N(C([H])([H])[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C(=O)N([H])C2([H])[H])c([H])c1[H],6,,False
-6.68102,Fc1c(c(c2nc(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])nn2C2(C(C(OC(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])c2nc(n(c2c1[H])[H])[H])[H],6,PV-004151872148,False
-4.7847,[H]c1nc([H])c(N([H])C(=O)N(N(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
-4.96387,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])n(N2C([H])([H])C([H])([H])[C@]3([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@]23[H])n1,6,,False
-5.20627,[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])nn3C([H])([H])[H])n([H])c2=S)c([H])c1[H],6,,False
-5.5452,[H]c1nc([H])c(-c2nc3sc([H])c([H])n3c2N([H])C(=S)N([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,,False
-5.15121,[H]c1nc([H])c(N2C(=O)C([H])([H])C([H])([H])[C@]2([H])C([H])([H])n2nc(OC([H])([H])[H])oc2=O)c([H])c1[H],6,,False
-5.72773,C(n1nc(c(S(=O)(=O)C([H])([H])[H])c1C(N(C(=S)N(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])([H])[H])[H])([H])([H])[H],6,Z4380085645,False
-5.62448,c1(c(nc(c(n2c(c(c3c(c(nc4c(nc(c(c34)[H])[H])[H])[H])[H])c(n2)[H])[H])c1[H])[H])[H])[H],6,PV-005875661292,False
-4.79653,[H]OP(=O)(O[H])C(F)(F)C1(C(=O)Oc2c([H])nc([H])c([H])c2[H])C([H])([H])C1([H])[H],6,,False
-6.79268,C(C(n1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nc1c1c(nc(c2c1n(c(n2)[H])[H])[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])([H])[H],6,PV-004023055096,False
-5.97592,[H]c1nc([H])c(Oc2c([H])nn([H])c2-c2c([H])nc(C(F)(F)F)c([H])c2[H])c([H])c1[H],6,,False
-4.31843,[H]c1nc([H])c(N([H])C(=Nc2c([H])c([H])nn2C([H])([H])[H])N([H])[H])c([H])c1[H],6,,False
-5.11947,[H]O[C@]([H])(C(=O)N([H])C([H])([H])N1C(=O)c2c([H])c([H])c([H])c([H])c2C1=O)c1c([H])nc([H])c([H])c1[H],6,,False
-4.88995,[H]c1nc([H])c(-c2nc([H])n([H])c2C(=NN([H])C(=S)N([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
0.0,[H]Oc1c([H])c(Cl)c([H])c([H])c1Oc1c(-c2c([H])nc([H])c([H])c2[H])c([H])c([H])c(=O)n1[H],6,,False
-5.23254,C(C(N(C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])C(=O)c1c(c2c(c(nc(c2s1)[H])[H])[H])[H])([H])[H])([H])([H])[H],6,PV-002153260941,False
-3.46635,[H]c1nc([H])c(C2(c3nc([H])c([H])n3[H])OC([H])([H])C([H])([H])O2)c([H])c1[H],6,,False
-5.01642,C(C(C(C(=O)N(c1c(c(c(nc1[H])[H])[H])[H])[H])([H])[H])(c1c(c(c(c(C(F)(F)F)c1[H])[H])[H])[H])[H])([H])([H])[H],6,Z1239119264,False
-6.3816,C(C(C(n1nc(c2c(c(c(nc2[H])[H])[H])[H])nc1C(c1nn(c2c1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],6,PV-001974934878,False
-4.98479,[H]c1nc([H])c(C2(C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H],6,,False
0.0,[H]OC(=O)c1c(C([H])([H])c2c([H])n(-c3c([H])nc([H])c([H])c3[H])c(=O)n([H])c2=O)c(C([H])([H])[H])nn1[H],6,,False
-6.79288,Fc1c(c(c2nc(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])nn2C2(C(C(SC2([H])[H])([H])[H])([H])[H])[H])c2nc(n(c2c1[H])[H])[H])[H],6,PV-005510773167,False
-6.18342,C([N+]1(C(C(C(n2nc(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])nc2c2c3nc(n(c3c(c(F)c2[H])[H])[H])[H])(C(C1([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],6,PV-006439052100,False
-5.65278,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c(-c4nc(C(F)(F)F)c([H])c([H])c4[H])c3C2([H])[H])c([H])c1[H],6,,False
-5.15773,[H]c1nc([H])c(-c2nn(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(=O)c([H])c2[H])c([H])c1[H],6,,False
