combo1,Smiles,h,enamine_id,enamine_searched
-0.8938749855009769,O=C(C(=C(c1c(O[H])c(O[H])c(c(c1[H])[H])[H])[H])[H])N(C(C([N+]1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H],6,Z5121798975,False
-0.5897427303356217,[H]Oc1c([H])c([H])c(N([H])C(=O)C(=O)c2c([H])nc([H])c([H])c2[H])c([H])c1O[H],6,,False
-0.9813602686048439,O=C(N(C(C([N+]1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])N(C1(C(C(c2c(c(c(c(c12)[H])[H])[H])[H])([H])[H])([H])[H])[H])[H],6,Z5087760451,False
-0.7947322755735509,O=C(N(C(c1c(c(c(nc1[H])[H])[H])[H])(C1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])c1c(c(c(nc1O[H])[H])[H])[H],6,PV-007098068163,False
-0.5808561259245976,O=S(=O)(N(c1c(c2c(c(c(c(c2[H])[H])[H])[H])[H])c(nn1[H])[H])[H])c1c(c(c(nc1[H])[H])[H])[H],6,PV-002885133070,False
-1.2919656456333422,O=C(N(C(C([N+]1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])N([C@]1(C(C(c2c(c(c(c(c12)[H])[H])[H])[H])([H])[H])([H])[H])[H])[H],6,Z5088655663,False
-0.3847758006671518,[H]c1nc([H])c(C(=O)C2([H])C([H])([H])N(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])C2([H])[H])c([H])c1[H],6,,False
-0.32815878307690155,O=C(N(C(c1c(c(c(nc1[H])[H])[H])[H])(C1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])c1c(nc(c(c2c(c(nc(c2[H])[H])[H])[H])c1[H])[H])[H],6,Z5545291611,False
-6.818721748976985e-06,[H]c1nc([H])c(-c2c([H])c([H])c(C([H])([H])n3c([H])nc([H])c3[H])c(=O)n2[H])c([H])c1[H],6,,False
-0.5628663652281105,[H]OC([H])([H])C([H])([H])N([H])C(=O)N([H])C(=O)C(=O)c1c([H])nc([H])c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(C(=O)C(=O)N([H])[C@]23C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(C([H])([H])[C@@]([H])(C4([H])[H])C2([H])[H])C3([H])[H])c([H])c1[H],6,,False
-0.2549116220428972,[H]c1nc([H])c(N([H])Sc2c([H])nc([H])c([H])c2[H])nc1[H],6,,False
-0.6214944919505898,C(c1c(nc(C([N+](C2(c3c(c(c(nc3[H])[H])[H])[H])C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])c(n1)[H])[H])([H])([H])[H],6,Z3815465816,False
-0.5933392286630624,O=C(C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])N(C(C(c1c(n(c2c(c(nc(c12)[H])[H])[H])[H])[H])([H])[H])([H])[H])[H],6,PV-003908783756,False
-0.4801558074189515,O=C(N(c1c(Br)c2c(c(c1[H])[H])c(nn2[H])[H])[H])C(F)(F)c1c(c(c(nc1[H])[H])[H])[H],6,PV-002552959835,False
-0.19215356646521897,Fc1c(c(c(c2nc(c(c(N(C(c3c(c(c(nc3[H])[H])[H])[H])(C3(C(C(OC3([H])[H])([H])[H])([H])[H])[H])[H])[H])n2)[H])[H])nc1[H])[H])[H],6,Z5279117336,False
-0.18945621083905245,[H]c1nc([H])c([S@@](=O)c2nc([H])c([H])c([H])c2C(F)(F)F)c([H])c1[H],6,,False
