cnnaffinity,Smiles,h,enamine_id,enamine_searched
-6.13405,C(c1nc(C(c2nc(c3c(c(F)c(c(c3[H])[H])[H])[H])nn2C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])c(o1)[H])([H])([H])[H],6,PV-003143318966,False
-6.07884,C(C(C(C([H])([H])[H])(c1nn(c2c(c(c(nc2[H])[H])[H])[H])c(C(n2c(c(c(c(C(F)(F)F)c2=O)[H])[H])[H])([H])[H])n1)[H])([H])[H])([H])([H])[H],6,PV-006924672150,False
-4.68975,[H]c1nc([H])c(-c2c([H])c(-c3nn(C([H])([H])[H])c([H])c3[H])nn2[H])c([H])c1[H],6,,False
-6.27854,Fc1c(c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(c(no3)[H])[H])([H])[H])n2)c1[H])[H])[H])[H],6,PV-003713227617,False
-6.85764,O=c1c(c(c(C(F)(F)F)c(n1C(c1nc(C2(C(C32C(C3([H])[H])([H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])[H])[H],6,PV-007024920403,False
-6.30699,c1(c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(n(c(c3[H])[H])[H])[H])([H])[H])n2)c(c1[H])[H])[H])[H])[H],6,PV-004613784994,False
-4.46214,[H]c1nc([H])c(N([H])S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-6.66852,Fc1c(Cl)nc(c(c1C(c1nc(C2(C(C(C(O2)([H])[H])([H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])[H],6,PV-007070024460,False
0.0,C(N1C(=O)C(C([C@@]1(c1nc(c2c(c(c(Cl)c(c2[H])[H])[H])[H])nn1C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])([H])([H])[H],6,PV-005936688883,False
-6.61932,Fc1c(c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(n(C(F)(F)[H])nc3[H])[H])([H])[H])n2)c1[H])[H])[H])[H],6,PV-005377801688,False
-6.53026,C(c1c(c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(n(C(F)(F)[H])nc3[H])[H])([H])[H])n2)c1[H])[H])[H])[H])([H])([H])[H],6,PV-004792057170,False
-6.31854,C(N1C(=O)C(C([C@]1(c1nc(c2c(c(c(Cl)c(c2[H])[H])[H])[H])nn1C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])([H])([H])[H],6,PV-005936688882,False
-5.83873,C(C(c1noc(C(c2nc(c3c(c(c(c(c3[H])[H])[H])[H])[H])nn2C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])c1[H])([H])[H])([H])([H])[H],6,PV-003311578098,False
-6.41306,N(c1c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(n(nc3[H])[H])[H])([H])[H])n2)c(c1[H])[H])[H])[H])([H])[H],6,PV-007142585727,False
-4.84011,C(C(C(c1c(c(c(c(n1)[H])[H])[H])[H])([H])[H])([N+](C(C(F)(F)c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],6,Z4258628110,False
-6.3492,Clc1c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(n(nc3[H])[H])[H])([H])[H])n2)c(c1[H])[H])[H])[H],6,PV-003303765698,False
-6.63004,C(C(c1noc(C(c2nc(c3c(c(c(F)c(c3[H])[H])[H])[H])nn2C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])c1[H])([H])[H])([H])([H])[H],6,PV-004124942324,False
-6.49286,C(n1c(c(C(c2nc(c3c(c(c(Cl)c(c3[H])[H])[H])[H])nn2C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])c(n1)[H])[H])([H])([H])[H],6,PV-003931886702,False
-6.35008,C(n1c(c(C(c2nc(c3c(c(c(c(c3[H])[H])[H])[H])[H])nn2C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])c(n1)[H])[H])([H])([H])[H],6,PV-001975768644,False
-6.59412,Fc1c(c(F)c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(snc3[H])[H])([H])[H])n2)c1[H])[H])[H],6,PV-006132503232,False
-4.54762,[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])N(C2=NC([H])([H])C([H])([H])N2c2c([H])nc([H])c([H])c2[H])C([H])([H])C1([H])[H],6,,False
