cnnaffinity,Smiles,h,enamine_id,enamine_searched
-5.66195,C(C(C(n1nc(c(c1c1nc(C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])nn1C(C([H])([H])[H])(C(F)(F)F)[H])[H])[H])([H])[H])([H])[H])([H])([H])[H],6,PV-004026386050,False
-5.38493,Fc1c(c(C(n2c(nnc2N(c2c(c(c(nc2[H])[H])[H])[H])[H])[H])([H])[H])c(c(n1)[H])[H])[H],6,PV-006184384423,False
-4.59552,[H]c1nc([H])c(C(=NC([H])([H])n2nc(OC([H])([H])[H])oc2=O)N([H])[H])c([H])c1[H],6,,False
-6.02297,[H]c1nc([H])c(-c2nnc(C3(C([H])([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])s2)c([H])c1[H],6,,False
-5.49989,[H]c1nc([H])c(N([H])C(=O)C2(C([H])([H])n3nc(OC([H])([H])[H])oc3=O)C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.73104,N(c1nc(c(c(C(F)(F)F)c1C(=O)N(C(C(=C(c1c(c(c(nc1[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])[H])([H])[H],6,PV-002398022948,False
-5.24176,[H]Oc1c([H])c(Cl)c([H])c([H])c1OC([H])=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H],6,,False
-6.30837,FC(F)(C(n1nc(c2c(c(c(nc2[H])[H])[H])[H])nc1C(C1(C(C(n2c(nc(c2C1([H])[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H],6,PV-003498029529,False
-6.75249,C(c1c(c(c(C(C(c2nc(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])nn2c2c(c(c(c3c2n(c(n3)[H])[H])[H])[H])[H])([H])[H])([H])[H])o1)[H])[H])([H])([H])[H],6,PV-004545269379,False
-5.49607,C(c1c(c2c(c(c(n3nc(c(c23)[H])[H])[H])[H])[H])sc(c2c(c(c(nc2[H])[H])[H])[H])n1)([H])([H])[H],6,PV-002720112902,False
-6.7175,c1(c(nc(c(C(c2nn(c3c(c(c(c4c3n(c(n4)[H])[H])[H])[H])[H])c(C3(C(c4c(c(c(nc4C3([H])[H])[H])[H])[H])([H])[H])[H])n2)([H])[H])c1[H])[H])[H])[H],6,PV-006368444622,False
-5.03216,[H]c1nc([H])c(-c2nn([H])c(=S)n2C2([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.25684,[H]c1nc([H])c(C2=NN(Oc3c([H])c([H])c([H])c(Cl)c3[H])C(=O)C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.74368,[H]c1nc([H])c(N([H])C(N([H])C(=S)N([H])c2c([H])c([H])c([H])c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
