plip,Smiles,h,enamine_id,enamine_searched
-0.0,C(C(N(C(c1c(c(c2OC(Oc2c1[H])([H])[H])[H])[H])([H])[H])C(=O)c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])([H])[H],6,Z73461100,False
-0.21428571428571427,C(c1c(nc2c(c(c(c(c2c1N(C(C(c1c(c(c(nc1[H])[H])[H])[H])([N+]1(C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])[H])[H])[H])[H])[H])([H])([H])[H],6,Z1419844638,False
-0.06896551724137931,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c(-c2c([H])nc([H])c([H])c2[H])c(=O)n1[H],6,,False
-0.034482758620689655,[H]ON([H])C(=O)C([H])=C([H])C([H])([H])N(c1c([H])nc([H])c([H])c1[H])C([H])([H])[H],6,,False
-0.07142857142857142,[H]c1nc([H])c(C#CC2=C(c3c([H])nc([H])c([H])c3[H])C(=O)OC2([H])[H])c([H])c1[H],6,,False
-0.10344827586206896,[H]c1nc([H])c([C@]2(C([H])([H])c3nc4c([H])c([H])c([H])c([H])c4o3)C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-0.07142857142857142,[H]c1nc([H])c(C([H])([H])[C@@]([H])(Cl)c2c([H])nc([H])c([H])c2[H])s1,6,,False
-0.07142857142857142,C(Oc1c(c(c(c(C(N(C(=O)C(=O)N(C([H])([H])[H])C(c2c(c(c(nc2[H])[H])[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])([H])[H])c1[H])[H])[H])[H])([H])([H])[H],6,Z2029447638,False
-0.06896551724137931,[H]c1nc([H])c(C#Cc2nn3c([H])c([H])n(-c4c([H])nc([H])c([H])c4[H])c3c2[H])c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(N=C(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)C([H])([H])[H])c([H])c1[H],6,,False
-0.21428571428571427,N#Cc1c(n2nc(c(C(=O)N(C(C([N+]3(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])(c3c(c(c(nc3[H])[H])[H])[H])[H])[H])c2nc1[H])[H])[H],6,Z5121793457,False
-0.03571428571428571,[H]N=C(SOc1c([H])c([H])c(Cl)c([H])c1O[H])c1c([H])nc([H])c([H])c1[H],6,,False
-0.22580645161290322,C(OC(=O)C(=C(c1c(c(c(C(=O)N(C(c2c(c(c(nc2[H])[H])[H])[H])(C(OC([H])([H])[H])(OC([H])([H])[H])[H])[H])[H])o1)[H])[H])[H])[H])([H])([H])[H],6,Z2636220278,False
