cnnaffinity,Smiles,h,enamine_id,enamine_searched
-5.85381,Brc1c(c(c(SC(C2(C(n3c(nnc3c3c(c(c(nc3[H])[H])[H])[H])S2)([H])[H])[H])([H])[H])c(c1[H])[H])[H])[H],6,Z1614776859,False
-4.60135,[H]c1nc([H])c(C2(C(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.61088,[H]c1nc([H])c(-c2nc(C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])oc2[H])c([H])c1[H],6,,False
-6.58932,C(c1c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(n3c(c(C4(C(C4([H])[H])([H])[H])[H])c(n3)[H])[H])([H])[H])n2)c(c1[H])[H])[H])[H])([H])([H])[H],6,PV-006301011521,False
-5.27942,[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H],6,,False
-6.5491,C(c1c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(onc3[H])[H])([H])[H])n2)c(c1F)[H])[H])[H])([H])([H])[H],6,PV-006922414229,False
-5.53917,[H]c1nc([H])c(-c2sc([H])c(N3C([H])([H])C([H])([H])N(c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],6,,False
-5.26686,[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H],6,,False
-6.21509,C(C(C(c1nn(c2c(c(c(nc2[H])[H])[H])[H])c(C(c2c(c(nc(C(F)(F)F)c2[H])[H])[H])([H])[H])n1)([H])[H])([H])[H])([H])([H])[H],6,PV-007072690257,False
-5.23426,[H]c1nc([H])c(N([H])c2c([H])nn([H])c2C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,,False
-6.09959,C(C(OC(c1nn(c2c(c(c(nc2[H])[H])[H])[H])c(C(c2c(c(nc(C(F)(F)F)c2[H])[H])[H])([H])[H])n1)([H])[H])([H])[H])([H])([H])[H],6,PV-006867820790,False
-4.61288,[H]c1nc([H])c(S(=O)(=O)C(N([H])C([H])([H])c2c([H])c([H])nc([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
0.0,Fc1c(c(c(C(c2nc(c3c(c(nc(Cl)c3[H])[H])[H])nn2C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])nc1[H])[H])[H],6,PV-006213414565,False
-5.95703,N(c1c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(c(F)c(c(c3F)[H])[H])[H])([H])[H])n2)c(c1[H])[H])[H])[H])([H])[H],6,PV-006755477701,False
0.0,C(C1=NOC(C(c2nc(c3c(c(c(C([H])([H])[H])c(F)c3[H])[H])[H])nn2C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])(C1([H])[H])[H])([H])([H])[H],6,PV-004376230881,False
-6.68396,Fc1c(nc(c(C(C(c2nc(c3c(c(c(s3)[H])[H])[H])nn2C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])c1[H])[H])[H],6,PV-005318974339,False
-4.91884,[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1sc([H])c([H])c1[H],6,,False
-6.35461,C(c1c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(C([H])([H])[H])n(C([H])([H])[H])nc3[H])([H])[H])n2)c(c1F)[H])[H])[H])([H])([H])[H],6,PV-005088279014,False
-5.7479,[H]C(=C1C(c2c([H])sc3c([H])c([H])c([H])c([H])c23)=NC([H])([H])C1([H])[H])c1c([H])nc([H])c([H])c1[H],6,,False
-6.02265,Fc1c(nc(c(C(C(c2nc(c3c(c(c(o3)[H])[H])[H])nn2C(c2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])c1[H])[H])[H],6,PV-001995034099,False
-6.95933,N(c1c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(c(c(Cl)c(n3)[H])[H])[H])([H])[H])n2)c(c1[H])[H])[H])[H])([H])[H],6,PV-007027459351,False
-4.38174,[H]c1nc([H])c(C([H])([H])n2nnnc2C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-6.46319,Fc1c(nc(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(c(F)c(c(c3F)[H])[H])[H])([H])[H])n2)c1[H])[H])[H],6,PV-006517670842,False
-4.7557,[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=NC([H])([H])C([H])([H])N1c1c([H])nc([H])c([H])c1[H],6,,False
0.0,C(c1nc(c(Cl)c(c1C(c1nc(c2c(c(c(N([H])[H])c(c2[H])[H])[H])[H])nn1C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])[H])[H])([H])([H])[H],6,PV-006961378890,False
-4.5979,[H]c1nc([H])c(N2C(C(=O)C(F)(F)F)=NC([H])([H])C2([H])[H])c([H])c1[H],6,,False
-6.85366,C(c1c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(nc(C4(C(C4([H])[H])([H])[H])[H])n3[H])[H])([H])[H])n2)c(c1[H])[H])[H])[H])([H])([H])[H],6,PV-006572965306,False
-6.07306,C(=C1c2c(c(c(c(c2C(=O)N1C(c1nc(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])([H])[H],6,PV-006873729383,False
0.0,C(=C1c2c(c(c(c(c2C(=O)N1C(c1nc(C(O[H])(C(C([H])([H])[H])([H])[H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])([H])[H],6,PV-007088214580,False
-5.51856,C(=C1c2c(c(c(c(c2C(=O)N1C(C(c1nc(C(C(C([H])([H])[H])([H])[H])([H])[H])nn1c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H])([H])[H],6,PV-006968358550,False
0.0,C(c1c(c(Cl)nc(c1C(c1nc(c2c(c(c(N([H])[H])c(c2[H])[H])[H])[H])nn1C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])[H])[H])([H])([H])[H],6,PV-006862899251,False
-4.70321,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])sc(-c2c([H])nc([H])c([H])c2[H])c1[H],6,,False
-4.37865,[H]c1nc([H])c(C2(c3c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c3[H])OC([H])([H])C([H])([H])O2)c([H])c1[H],6,,False
-6.20275,C(C(c1nc(C(c2nc(C3(C(C3(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])nn2c2c(c(c(nc2[H])[H])[H])[H])([H])[H])c(s1)[H])([H])[H])([H])([H])[H],6,PV-006738977612,False
-5.74989,C(c1nn(c2c(c(c(nc2[H])[H])[H])[H])c(C(c2c(c(c(c(c2S(=O)C([H])([H])[H])[H])[H])[H])[H])([H])[H])n1)([H])([H])[H],6,PV-006754657344,False
-5.43309,[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1nn(-c2c([H])nc([H])c([H])c2[H])c([H])c([H])c1=O,6,,False
-6.2821,Clc1c(c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C3(C(c4nc(c(n4C3([H])[H])[H])[H])([H])[H])[H])n2)c(c1[H])[H])[H])[H],6,PV-006212896006,False
0.0,[H]c1nc([H])c(-c2nc(-c3nc4c([H])c([H])c([H])c([H])c4o3)oc2[H])c([H])c1[H],6,,False
-6.29623,C(C(C(c1c(c(nc(c1[H])[H])[H])[H])([H])[H])(c1nc(c2c(c(F)c(nc2[H])[H])[H])nn1C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])([H])([H])[H],6,PV-005844059965,False
-5.6982,Fc1c(c(F)c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(C(c3c(c(nn3[H])[H])[H])([H])[H])([H])[H])n2)c1[H])[H])[H],6,PV-005012451075,False
-4.80368,[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1nnc([H])n1C([H])([H])c1c([H])nc([H])c([H])c1[H],6,,False
-6.31544,Fc1c(c(F)c(c(c2nn(C(c3c(c(c(nc3[H])[H])[H])[H])([H])[H])c(C(c3c(c(nn3[H])[H])[H])([H])[H])n2)c1[H])[H])[H],6,PV-003551444421,False
-6.44025,O(c1c(c(nc(c1C(c1nc(c2c(c(F)c(c(F)c2[H])[H])[H])nn1C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H],6,PV-004261589274,False
-4.93548,[H]c1nc([H])c([C@@](N([H])[H])(C([H])([H])[H])C([H])([H])N2C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])C2([H])[H])c([H])c1[H],6,,False
